phone,jdmall_user_p0066,jdmall_user_p0001,jdmall_user_p0006,jdmall_user_p0068,jdmall_up_m0001,jdmall_up_m0009,pay_pay_p0004176,catenum,catenum_3m,f1,f2,f3,bad
003b07cd4ea4b18fcf87cccbdebb00e7,0,56,13,0,0,0,0,0,0,a2,b2,c2,0
003da83d942fd10b3356819ab6c7d539,0,56,1,0,6,4,0,0,0,a1,b4,c4,0
003f80260e1067137d044add91af2b19,0,50,1,0,0,4,1,0,0,a1,b1,c1,0
0040db13a7c6495ec36c21f36121fe9b,1,56,1,3,6,4,1,0,0,a1,b1,c1,0
004720736dc15340f368c2731e5c32ed,1,56,21,3,4,4,0,0,0,a1,b1,c1,0
0049025e49eba85a7e38225c059e7a23,1,56,20,3,4,4,0,0,0,a1,b5,c5,0
004aa8f567f1b849658df0c0ab617501,1,61,1,3,0,0,0,0,0,a3,b3,c3,1
004aac3bc64ede62844d779175d2867f,1,50,28,7,0,0,0,0,0,a2,b2,c2,0
004b1ce2602ff64e743960b238f667f1,1,61,1,7,4,3,1,0,0,a1,b1,c1,0
004bbf206dc081b1c409142413262c94,1,50,1,12,6,4,1,0,0,a1,b6,c6,0
00502f91face891a004c2948dd47314a,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
00516379af9961cad790274d5900bb66,1,61,1,7,6,4,0,0,0,a1,b1,c1,0
0051fa87ff65dd68b92e9e3e4e81c017,1,105,1,3,0,0,0,0,0,a1,b4,c4,0
00531f987e016c6fcf71b308d53ab592,1,62,1,3,6,2,0,2,2,a1,b1,c7,0
005381ee399f2ac80ccdf3e57d1e0d42,0,56,1,0,5,4,0,0,0,a2,b2,c2,0
005779c048b583ec2714558429c8bdf1,1,50,1,3,3,4,0,0,0,a3,b3,c3,0
005870e4992e6f959bd26d2bfae504ea,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
005986dd796cb858dbc4dba357a3f344,0,56,22,0,5,4,0,0,0,a1,b1,c1,0
0059904b541acd27b54d6a00d30f5240,0,56,20,0,4,4,0,0,0,a1,b5,c5,0
005dad5731b0730a7723bd72af791615,1,56,1,3,5,4,0,0,0,a1,b1,c1,0
0061bf7a9bf7f8f18f91a2475c68dee1,0,61,1,0,0,0,0,0,0,a1,b1,c1,0
0062f63811ae0731b04f687d61478d04,1,50,24,3,0,0,0,0,0,a2,b2,c2,0
0065f7a8f498ca959988f1151d5a2312,1,56,1,1,6,4,0,1,1,a1,b1,c1,0
0068550e27ac7aeae6db43bcb6ff8acf,0,56,24,0,3,4,1,0,0,a1,b4,c4,0
006a52038fa8a519bec2086457ad2011,0,56,1,0,6,4,1,0,1,a3,b6,c6,0
006b7660e9c03677031843ddd17ddbf8,0,56,22,0,5,4,1,0,0,a1,b1,c1,0
006bf9bda51d10b1a6b54e4045dc5901,1,61,7,3,6,4,0,0,0,a1,b1,c1,0
006d271dbdd5a3afbde3369146cf3a19,0,56,24,0,4,4,1,0,0,a1,b1,c1,0
006d2dc17a5f10179248149eb13d3022,0,56,19,0,0,0,0,0,0,a2,b2,c2,0
00700391f3f2b54f010a2de4636f130c,0,50,13,0,0,0,0,0,1,a1,b1,c1,0
0075ba91880b593e7393421f0ab0664b,1,56,20,3,6,4,1,0,0,a1,b1,c7,0
00769ecd5224a1ed64827dea30ffd302,0,56,1,0,5,4,0,0,0,a1,b5,c5,0
007991391654c6adeae850e745e79b6c,1,56,1,3,4,2,0,0,2,a1,b1,c1,0
007c68f85408df652b249894b7113824,0,61,24,0,6,3,0,1,1,a3,b3,c3,0
007e0df1b0a16b880734d1d91961c0e4,1,105,1,12,6,4,1,0,0,a1,b4,c4,0
007ee600d5dcd829537355cdb2e9bcab,0,50,24,0,0,0,0,0,0,a2,b2,c2,0
0082714c2c612670840ac520d5ea72c6,1,56,24,7,4,3,0,0,0,a1,b1,c1,0
0082af6ff51b7080a6b964ec2f6e82ce,1,56,1,1,6,3,1,0,1,a1,b1,c1,0
008744e5843b4ed81d3363b707014e1c,0,56,22,0,5,4,0,0,0,a1,b1,c1,0
008decb128459f0b6036756a9d9eb992,1,61,1,3,4,4,1,1,1,a1,b6,c6,1
008f1a5c7b25b2a830f6ed614228d63e,1,61,22,7,6,3,1,0,2,a1,b1,c1,0
008faecd5205ca731686b7db11367653,0,50,1,0,0,0,1,0,1,a1,b1,c1,0
008fd9ccb92bae38c39561a2cddcca42,1,56,1,3,6,4,1,0,0,a3,b3,c3,0
0092dacdffcc546df61399a8928b15ea,1,50,1,3,0,4,0,0,0,a1,b1,c1,0
0096a74b12292eedc5c1b0d67eef9ca4,1,56,22,3,5,4,0,0,0,a1,b5,c5,0
0098dfb943b4596d4791858bd4529dfc,0,56,18,0,0,0,0,0,0,a1,b4,c4,0
009ae5c441cdd365efdcf88879b47477,1,61,24,7,5,1,0,1,4,a1,b1,c1,0
009b0b4c440bad0e8ae35b7b3acb331b,1,56,1,1,6,4,1,0,1,a1,b1,c7,0
009efceaafc07393c326eeef404b9bf8,1,105,1,1,6,4,0,0,0,a1,b1,c1,0
00a11c8a7db46e7b4777b60ea044fff1,1,61,19,3,0,0,0,0,0,a2,b2,c2,1
00a28bfc077ae7d9cf975944161436a2,0,56,20,0,0,4,0,0,0,a1,b1,c1,0
00a97799bddc6b3e3f3ddb083605a270,1,61,1,12,6,1,0,4,5,a3,b3,c3,0
00ad0242d2dbaa32baab0c73130b849e,1,61,20,3,6,1,0,4,5,a1,b1,c1,0
00b2e9737264b7cb8d2222d215b7748a,1,61,1,1,6,4,0,2,2,a1,b1,c1,0
00b98a577b5f5d83995508064560992e,1,56,24,3,5,3,0,1,2,a1,b6,c6,0
00b9f666c2021a621cfe00716f2d08a9,0,56,1,0,4,4,1,0,0,a1,b1,c1,0
00bd2836c3bf3fd266ec657a06576e88,0,56,1,0,6,4,0,0,0,a2,b4,c4,0
00c32009d9cf6db872120031143bc143,0,50,13,0,0,0,0,10,10,a1,b5,c5,1
00c3bc52679bf4abc4674d4c92b178ee,1,56,20,3,4,4,0,0,0,a1,b1,c1,0
00c4426e28479220576a4c53e53ff415,1,56,18,3,0,0,0,0,0,a1,b1,c1,0
00c46ba21b7e5caf5e8f9c9b76106acc,1,50,28,7,0,0,0,0,0,a3,b3,c3,0
00c59c0328e87dc37c8d6aa5e34a0506,1,56,1,1,4,4,0,1,1,a1,b1,c1,0
00ca30ab74d63b04af607310e2c726f3,1,56,1,7,0,0,0,0,0,a1,b1,c1,0
00cab2be371f552ea989f8936851e869,1,50,1,3,3,4,0,1,1,a2,b2,c2,0
00ce69d1e33bfecd3b4fd855363bf5f4,0,61,1,0,5,4,0,0,0,a1,b1,c7,0
00d30e2cccc1e592fd6a2ae474ac93c5,0,56,24,0,5,3,0,0,1,a1,b1,c1,0
00d5970ff9356be13fa4a1343020df64,1,61,20,3,5,1,0,1,2,a1,b1,c1,0
00d657944400b5a479d038d801f1d6e0,1,61,1,3,6,3,0,0,1,a1,b4,c4,1
00d7822a63b673ceceac8ddc449c8977,0,56,1,0,0,0,0,0,0,a1,b1,c1,0
00d9af6982996f7c92607049f0e34185,1,62,1,1,6,4,0,2,2,a3,b6,c6,0
00da5180abcfeb67d4f45ec8a5891b12,0,56,17,0,0,0,0,0,0,a2,b5,c5,0
00daed5e1a4404f999b49a0d4017f50a,0,50,1,0,6,4,0,0,0,a1,b1,c1,0
00dcde8947b69cfc3cd605771292c075,0,56,1,0,0,0,0,0,0,a1,b1,c1,0
00dd0b7fa9f91e99e5468e5c4563757d,1,56,1,3,4,4,0,0,0,a1,b1,c1,0
00de36e558e9626b7f87b962fd13172d,0,56,22,0,3,4,0,0,0,a1,b1,c1,0
00e1847e0b6c300228bd89c0882cbd40,0,56,1,0,0,0,0,0,0,a1,b1,c1,0
00e28ddfe9056b9236e9b08468331070,0,50,1,0,0,0,1,0,0,a1,b1,c1,0
00e5d99b57cfa60b550cc8538bcbd06e,1,61,18,14,0,0,0,0,0,a2,b2,c2,1
00e711c7131b13692739c55390af385f,1,56,24,3,5,4,0,0,0,a3,b4,c4,0
00ea6ae41032b2659701c1cc66757978,1,61,1,7,4,1,0,0,2,a1,b1,c1,0
00eb1a126959d82d78511dbc7178634a,1,56,1,1,5,2,0,4,5,a1,b1,c1,0
00f327053767fdb641b9b73651104f92,1,61,24,1,5,4,0,0,2,a1,b1,c7,1
00f5a8bea99e09edbaa7a5c67eff8946,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
00f83cdf50f7460c43b58bc3c16c6ea5,0,50,1,0,0,4,1,1,1,a1,b5,c5,0
00fab4eba3c338a11d38d74dc7251722,0,50,13,0,0,0,0,0,1,a2,b6,c6,0
00fac419513be6f408987f5de8f8d641,0,56,1,0,5,4,0,0,0,a1,b1,c1,0
00fad3a024be9739209272a639e3725e,0,50,18,0,0,0,1,0,0,a1,b1,c1,0
00fbfa1311e0a4166dd0071204840644,0,56,20,0,5,4,0,0,0,a3,b3,c3,0
0106091459fbabab74b05986a04b8e95,1,61,1,3,4,4,0,0,0,a1,b1,c1,0
010a51fa5c2851a107790271684d8fcc,0,50,18,0,0,0,0,0,0,a1,b4,c4,0
0114bbdcad7a25fc9ee42ac161e7dc77,1,56,7,3,6,4,0,0,0,a1,b1,c1,0
0115bc3efae6073b3934cddfc88fb6e2,1,61,1,3,4,3,0,0,0,a2,b2,c2,0
011879c4e5c7cacd116da204863cae55,1,50,1,1,0,0,0,0,0,a1,b1,c1,1
011b61b826c4dcde18b807c1c3fc8eb4,1,61,1,3,0,0,1,0,0,a1,b1,c1,0
011c9b72d04eb8018a9f2cdad98888c0,1,56,20,3,5,4,0,0,0,a1,b1,c1,0
011d5244ed615b11e564d578181f577d,1,56,1,7,6,4,0,0,0,a1,b1,c1,0
011f6c627263f89d78a5ae777e9dc01f,1,61,1,1,6,4,1,0,0,a3,b5,c5,1
011f75340de6f9f8465eba6ffc851a5e,1,105,1,14,6,1,1,2,3,a1,b1,c1,0
012038d40bfb6680ba13701550978b1d,1,105,1,1,6,1,1,2,2,a2,b2,c7,1
012079b62cdc354e6c67f6627cab66b3,0,56,1,0,6,4,0,0,0,a1,b6,c6,0
012321a2acfb42767ad05fa585420668,0,56,1,0,6,4,1,0,0,a1,b4,c4,0
01282129b380b727a847d3d0defa2c3c,1,56,1,3,6,4,0,0,1,a1,b1,c1,1
01299b55e771fba0d6fd164d2f935ee1,1,50,1,7,4,2,1,2,4,a1,b1,c1,0
012ad664e10c83fe26594bac5da11262,0,56,1,0,4,4,1,0,0,a1,b1,c1,0
012b52bae035bcb795e194b273a3c9fa,1,61,1,1,6,2,0,0,1,a1,b1,c1,1
012e1c1275829cd1f1785d2464644c4f,0,61,24,0,5,3,0,0,2,a3,b3,c3,0
0130ca65e6f3ed2ad2e17547740830b6,1,61,1,3,6,4,0,0,0,a1,b1,c1,0
013723122cc8b85661b29485272ffa20,0,61,1,0,6,4,0,0,0,a1,b1,c1,0
0137ac68cdc0770e2f9e22a6e838d8be,0,56,20,0,4,4,0,1,1,a1,b1,c1,0
01387ccd26e636ee153a3afda7debdd8,0,56,1,0,5,4,0,0,0,a1,b5,c5,0
01389a2d77642d3f14f4598d7a2dddd7,0,56,1,0,5,4,0,0,0,a1,b1,c1,0
0139c5246fe0b1d83949eca4a7cac5f2,1,56,7,3,5,4,1,0,0,a1,b4,c4,0
013aa5cd2092dbbc464cae4af9f934ae,1,62,1,1,6,3,0,0,0,a2,b2,c2,1
013c93bbb44918a4e091841c06db2932,0,61,1,0,6,4,0,0,0,a1,b1,c1,0
013f9e023def04aa5562a06e7ce48a9d,1,56,1,3,6,4,0,0,0,a3,b6,c6,0
0141c088422f7a063437c7d87331686a,1,62,1,1,6,2,1,1,1,a1,b1,c7,0
01427e0e64f0587c08162c0fab56912c,1,61,1,3,6,4,0,0,0,a1,b1,c1,0
014579985d7ed967056eeda52ac16d8b,1,105,18,14,0,0,0,5,5,a1,b1,c1,0
0147e4218a770093efbf4e2c0bb40086,1,61,1,3,6,4,1,0,0,a1,b1,c1,0
014ae70d21e52b84895702f110c7a9aa,1,105,1,3,6,2,1,0,1,a2,b2,c2,0
014af11090b2c0946a55aad068e496ad,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
014d20bc3af861bedb3147a0860d3c61,1,105,1,1,6,1,1,1,5,a1,b1,c1,0
014d598be6e8dce927683eabb79bfc48,0,61,18,0,0,0,0,0,0,a1,b5,c5,0
014f106d22eb9857b7b9156f5d6d5a48,1,62,1,1,6,2,0,0,2,a3,b3,c3,0
01509dd9fe66e028b15c8ab81850a40b,0,56,24,0,4,4,0,0,0,a1,b1,c1,0
0153e653b89f6350d19d917ff3f4d2d6,1,105,1,1,6,2,0,2,2,a1,b1,c1,0
015753e01a11ab95a4a8f49881af22e1,1,56,1,1,6,3,0,0,1,a2,b2,c2,0
0158377eeb3dffa69828d0ddd682dab0,1,61,24,3,5,4,0,0,0,a1,b1,c1,0
01586e027b55039edaf333c7b637839d,1,62,1,1,6,1,0,5,6,a1,b1,c1,1
015a29e52e6314c4952af1593356e673,1,62,1,1,6,4,0,0,0,a1,b6,c6,0
015daa0b0f11a20e55aaca3f3ef9ee7e,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
015dcd0e554bb0b3fea13a2454edeae0,1,50,18,3,0,0,0,0,0,a1,b1,c1,0
01602c269af8860956a31616d9ef3820,1,56,1,3,6,4,0,0,0,a3,b3,c7,0
0161a6cb30ff3de4cd197e6601c0bc9c,0,50,19,0,0,0,0,0,0,a2,b4,c4,0
016214ba4c8b982a7d8b02ec4acd0b71,1,56,1,3,3,4,0,0,0,a1,b1,c1,0
01631e2fe9cb895ecafaf097ec937edf,1,50,20,14,0,0,0,0,0,a1,b5,c5,0
0163a91105468901541936182b1f83d0,1,61,1,3,6,4,0,0,0,a1,b1,c1,1
0165c194f7dba4bb7052aaaeb3edf2b0,0,61,1,0,6,4,0,0,0,a1,b1,c1,0
01662988f716a2a33e66e8d07431d7d5,1,105,18,3,0,0,0,4,7,a1,b1,c1,0
0166c059f44c55fb4be7ab66ae57a3c8,1,61,1,3,5,4,0,0,0,a1,b1,c1,0
01713a7fff9d050d5a88bef30a7c8e79,1,50,1,3,2,4,0,0,0,a2,b2,c2,1
0171552edc440f06edba055b9f6153d9,0,56,24,0,6,4,0,0,0,a3,b3,c3,0
01718ac9d09e0be0c60e1ebd4b469cb1,1,56,19,3,0,0,0,0,0,a1,b1,c1,1
01755d57f5f4c8db73cf64c3b77c4f7f,0,56,1,0,6,4,0,0,0,a1,b1,c1,1
0176ae58cee1fca08b8c8124b32a8b9f,1,61,1,14,6,4,0,0,0,a1,b6,c6,0
0176e4bcae10f2538c68cedf5620d166,0,50,1,0,0,4,0,0,1,a1,b1,c1,0
0177adbed72cf7a1093bf9a657efc96f,1,56,1,1,6,4,1,0,0,a1,b1,c1,0
0177f4fe2296138a78d06b74d51554a7,1,105,1,14,6,1,1,7,10,a2,b2,c2,0
01786308910a4f8d0334d1f519a5df1d,1,56,18,1,0,0,0,0,0,a1,b5,c5,0
017a7a4a1a75f280914557639f2a7941,1,105,1,1,6,1,0,2,5,a1,b1,c7,0
017d9b5ecf5c17caf2fda844fc4aed37,1,62,1,14,6,1,0,3,4,a3,b3,c3,0
0180eb399e3c9b9b09d89b113758dd16,1,56,1,3,5,4,0,0,1,a1,b1,c1,1
0181b56f4f81ce2081ea1a887f9487b2,1,56,1,3,0,4,0,1,1,a1,b1,c1,0
0189b78cc9ad35c93245780da8616f68,1,61,24,3,6,3,0,0,1,a1,b1,c1,0
018c8e6fa4286a3b727f0951d8c27412,0,56,1,0,6,4,0,0,0,a2,b2,c2,0
018e7449c30dcf5818704c768284488c,1,61,19,1,0,0,1,0,0,a1,b4,c4,0
018ffec44dc85718d890a9a9414d135c,0,56,1,0,5,4,0,0,0,a1,b1,c1,0
019497cc4a60f36b86b0094c0ef216ff,0,50,1,0,0,0,0,0,0,a1,b1,c1,1
0194dbf1166a27ab75a85ca250a7d060,1,62,20,3,6,1,0,1,2,a1,b1,c1,0
0194de31338c66adcd5db3b26962718a,0,50,1,0,4,4,0,0,0,a3,b6,c6,0
01951fcb3b59aeb8cd1fec08563e15f6,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
0196aadcf1f39d7d9b7d76c4e22dc769,0,56,18,0,0,0,0,0,0,a2,b5,c5,1
019d4a71a67aa4dd1acd84a612401038,0,56,1,0,0,4,0,0,0,a1,b1,c1,0
01a0ab3525d58297aa44490e5fb79054,1,50,24,3,0,0,1,0,0,a1,b1,c1,0
01a2f4aaa3e608eecd613c2b00b64d67,1,61,21,3,4,1,0,2,3,a1,b1,c1,1
01a877c50b6a63c6d38034861f7f3dd5,1,61,1,3,6,4,0,0,0,a1,b1,c1,1
01aaf195faf748dc47a55dcb466a2477,1,50,1,3,0,4,1,0,0,a1,b4,c7,0
01b18bc614633214519c570d05751a7f,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
01b194b32350d2099d6bf2f83d9d281e,1,56,1,3,6,4,0,0,0,a3,b3,c3,0
01b3bb1fb63ba1d57f4c4383ffdcaf22,1,56,18,3,0,0,0,0,0,a1,b1,c1,0
01b8292c83df4b47d4c0b3144e8e852b,1,61,1,3,5,2,0,1,2,a1,b1,c1,0
01bbf160728e0457e0d0673936e23523,1,56,1,3,3,4,0,0,0,a1,b1,c1,0
01bc8414d7ba6975379ed0048d36ecf6,0,61,1,0,6,4,0,0,0,a1,b1,c1,0
01bd07b7671538d53ec4892b2ecd58dc,0,61,1,0,5,4,1,0,0,a1,b1,c1,0
01bd9bffbbc1a262d05990cc8e21a2ae,1,50,18,3,0,0,0,0,0,a1,b6,c6,0
01c102f8cc57e28aa5a7f1e50551626e,0,56,23,0,4,4,0,0,0,a2,b2,c2,0
01c3c57938f55b537cef8265d6081998,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
01c5573fb5e381a155a03ba1a1432662,0,50,24,0,0,0,1,0,0,a3,b4,c4,0
01c9ca35ca5401fe36c54ad239339572,1,56,24,3,4,4,1,0,0,a1,b1,c1,0
01cbb9c48555b209141a5ca8b99eb9f3,0,56,20,0,1,4,0,0,2,a1,b1,c1,0
01cc2612b34f812b101a3cdf2822cc90,1,50,1,3,0,0,0,0,0,a1,b1,c1,0
01ce70cadbda2df44b6e67bab0c3829c,0,62,1,0,6,2,1,1,1,a1,b1,c1,0
01d773dc59bd3182b1210419bdb88600,0,50,24,0,3,4,0,0,1,a2,b2,c2,0
01d8738770596ce7be118bb87581bd33,0,56,13,0,0,0,0,0,0,a1,b1,c7,0
01d9fe3141dc39f49a45463b659faa78,0,56,20,0,4,4,1,0,0,a1,b1,c1,1
01debe2289e66679aa41e97c6f043d68,1,61,1,1,0,0,0,0,0,a1,b1,c1,0
01e08f80f9f8b2c175c2c854d3ebce2e,0,50,24,0,3,4,0,0,0,a3,b3,c3,0
01e21133033b855a8f82450020fcc390,0,56,13,0,0,0,0,0,0,a1,b5,c5,0
01e3757240d8e12600567c6defd1508c,1,61,24,3,5,3,0,0,0,a1,b4,c4,0
01e3c6c3c5ca047881f2814858c44fd9,1,61,1,7,4,4,0,0,0,a2,b6,c6,0
01e40a5c2b879a4101086a39917ee15f,1,105,1,3,5,1,0,6,12,a1,b1,c1,0
01eac35bfa0aa34aa9a8da20cd70cea4,1,56,1,1,6,4,1,0,0,a1,b1,c1,0
01eb65d597b843f8c3db14a0f8f58990,0,56,1,0,6,4,1,0,0,a1,b1,c1,1
01ec235eac476636afd1c39beb1f26f9,1,56,1,14,5,4,0,0,0,a1,b1,c1,0
01efba55109b464630b44dbccfe2e5f4,0,56,20,0,4,4,0,0,0,a1,b1,c1,0
01f1822f4701cd23934e492c0c006124,1,56,20,3,4,4,0,0,0,a3,b3,c3,0
01f348942d20b6adc7622c4d1f786de4,1,61,24,3,5,3,0,0,1,a2,b2,c2,0
0209803c4b4108d08721dbb4bba67b22,1,62,1,3,4,1,0,2,3,a1,b1,c1,0
020bac644fbcfaf4956d0d15b5920b11,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
020bbb8216cd36106f3c5a5683d585dd,1,62,1,14,6,4,0,0,0,a1,b4,c4,0
02114d1aa742de5176e61834aa39c556,1,62,1,3,4,1,1,4,5,a1,b5,c7,0
0212666992e82814e9f62b0cc6ddf5c5,1,105,1,1,6,1,0,3,8,a1,b1,c1,0
02128acabaf904e841724c77f142169c,1,56,1,1,5,4,0,0,0,a1,b1,c1,1
0214227140da733a29784151a9efda91,1,50,1,3,4,4,0,1,1,a2,b2,c2,0
021435deda9d0473f2bf0af89f76a3ec,0,61,24,0,6,3,1,0,1,a3,b6,c6,0
021521b6ff15564fe97ad7edbba3e536,1,105,1,14,6,1,0,5,8,a1,b1,c1,0
0216feb43230d2e7d0f58219aaabddfc,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
0217d1d8743a11b58d8f669b391e94d0,0,56,1,0,4,4,0,1,1,a1,b1,c1,0
021cc023ec1de3927a90b0eaae756a14,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
021ebbfb2450b7404bdeb69a5b3f19c7,0,56,1,0,2,4,1,0,0,a1,b1,c1,0
02229f969cb6bf727af55b06a1291a9e,1,61,24,3,4,3,1,0,1,a2,b4,c4,0
0224ca569365af60783859208c8d1bc6,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
02259c8e5b814642f97deea4e6dbc5d8,1,61,18,7,0,0,0,0,1,a1,b1,c1,0
02297d020100ea518938cbd549bdaa9c,1,61,1,1,6,4,1,0,0,a3,b5,c5,0
023099437e2fa02fa9ef49d4be26bed5,1,50,20,3,4,4,1,0,0,a1,b1,c1,1
023bcb22f064969e0a744a89133542e4,1,105,1,3,6,2,0,1,3,a1,b1,c1,0
023d46c118b71034bfdc2125df11f17d,0,61,22,0,4,2,0,2,3,a1,b1,c1,0
02423ff9b85e5a1ced4d199a85aa2af0,1,105,1,1,6,1,1,0,1,a2,b2,c7,1
0243fb35dcbc088056fa569d89ddb8a1,1,62,1,1,6,1,1,4,5,a1,b1,c1,0
024ab81ecad5d2d5074794b0bf89a4f4,0,56,1,0,3,4,0,0,0,a1,b6,c6,1
024b6ad2f2ea9b8f8c0d006d885c42b8,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
024fc1cefebf10c90adadcaf0dd2a308,1,61,1,7,6,3,0,1,4,a1,b4,c4,0
0250f60025c7be693a52e039a057c076,1,62,1,7,6,4,0,0,0,a3,b3,c3,0
02567a1573bedb7db5dc257808636726,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
0256df14ac39b5fced53f0e7c745e31b,0,56,1,0,4,4,0,0,0,a2,b2,c2,0
0257ab538b03165e61a90425e5e1039d,0,61,1,0,6,1,0,3,5,a1,b1,c1,0
0258d06c556c05d974fceba898cbe28d,0,56,20,0,4,4,0,0,0,a1,b5,c5,0
025e31bd9520a2e6f8f241a263a5cb6c,1,61,22,3,5,3,1,0,0,a1,b1,c1,0
025f49f9723e7f0ef1c02f82fd067a95,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
02613d6109a33c76029e35e0743855d5,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
0269e15ae766635733ac15ba21c9c5b5,0,56,1,0,5,4,0,0,0,a1,b1,c1,0
026a3998ca0a68672b5d43a929667d52,1,50,1,3,0,0,0,0,0,a3,b3,c3,0
026b8ab6928f87e816953c48b048fbfd,0,56,24,0,4,4,0,0,0,a1,b4,c4,0
026cca773c536a98ef5aefee8a3fc2ae,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
026fd2331c5def6e6804f888fb8b1907,0,61,24,0,5,4,0,0,0,a1,b6,c7,1
0274a3ee4e6c392e95faeec2905eaf49,1,62,1,14,0,0,1,2,3,a1,b1,c1,0
02792597c3d0dfef85cfd22eeef7410c,0,56,20,0,6,4,0,0,0,a1,b1,c1,0
0279b89e3a5e88a68db012f399a5d03a,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
0279bb0de7d8f0ddef10b27ea98404d1,0,62,23,0,5,2,0,3,3,a2,b2,c2,1
0279c35ce75090a21b126a408c0c67ae,1,62,24,3,5,1,0,2,2,a1,b5,c5,0
027a893040761dc0426a4f01f470e92e,0,56,18,0,0,0,0,0,0,a3,b3,c3,0
027e712814ef11e623fb1d43cf1d5158,1,56,18,3,0,0,0,0,0,a1,b1,c1,0
027f1a0e32f7f8c8c4ab43e219e09bc0,1,61,1,3,6,3,0,0,0,a1,b1,c1,0
027f1aa0628fef43f200a329325823a2,0,61,24,0,4,1,0,2,4,a1,b4,c4,0
02817fec8b79a1a92117319b6b6a746c,1,56,1,3,6,4,0,0,0,a1,b1,c1,0
02831c2b7122e9a8f2371015795b6717,1,61,1,3,6,4,1,0,0,a2,b2,c2,0
02833b9b5e06d3a5c846a4deacc32ad4,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
028456b54f728282afb6f4487fa8d944,1,61,1,3,5,4,1,1,1,a1,b1,c1,0
02851638557ef3e43520cee5a19046a1,1,61,1,7,4,3,1,0,4,a1,b1,c1,0
02853d953b67c702c3c1ea36bd6fa516,0,56,1,0,3,3,0,0,1,a3,b6,c6,0
02855cdc4efd5c87e141f376576fe6ef,1,61,1,3,5,4,1,0,0,a1,b1,c1,0
028611e3d380073a319db9b9208e80c7,1,56,18,3,0,0,0,0,0,a1,b1,c7,0
028934d1c29e508f1c63730e7fe6f61e,1,50,7,3,0,0,0,0,0,a2,b5,c5,0
